customer_id,district,age_group,current_package,monthly_data_usage_gb,youtube_usage_gb,social_usage_gb,voice_minutes,sms_usage,monthly_spend_lkr,reload_frequency,add_on_count,device_type,is_5g_supported,sim_type,router_owned,churn_risk_score,complaint_count,previous_offer_response,days_since_last_change,predicted_best_action,predicted_offer,accepted
C2035,Anuradhapura,36-45,10GB,10.7,4.0,4.8,2448,264,18819,14,5,4G_Mobile,0,4G,0,0.23,9,Rejected,239,Upgrade_to_20GB,Data_Saver_Pack,1
C2036,Negombo,36-45,20GB,10.1,1.3,3.3,2392,313,7656,8,3,5G_Mobile,1,5G,0,0.21,5,Accepted,664,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2037,Anuradhapura,46-60,20GB,17.9,3.6,5.8,931,130,3275,16,4,5G_Mobile,1,5G,1,0.16,3,Accepted,661,Upgrade_to_50GB,5GB_Bonus,1
C2038,Kandy,26-35,50GB,40.0,5.9,10.9,617,533,9915,18,3,5G_Mobile,1,5G,1,0.31,6,Rejected,446,No_Action,No_Offer,0
C2039,Kandy,36-45,100GB,44.1,10.4,11.6,2150,157,10251,26,2,4G_Mobile,0,4G,0,0.27,2,Rejected,384,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2040,Kurunegala,46-60,20GB,16.5,9.5,3.5,2360,557,15614,10,4,5G_Mobile,1,5G,0,0.35,2,Rejected,435,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2041,Galle,46-60,10GB,12.0,3.6,3.5,965,598,2514,20,1,5G_Mobile,1,5G,1,0.12,1,Rejected,688,Upgrade_to_20GB,Data_Saver_Pack,1
C2042,Jaffna,46-60,50GB,49.7,18.7,7.1,2468,168,8631,4,3,4G_Mobile,0,5G,1,0.34,4,Accepted,196,Upgrade_to_100GB,10GB_Bonus,1
C2043,Batticaloa,36-45,20GB,10.8,2.0,4.2,363,0,6624,21,5,4G_Mobile,0,4G,1,0.27,3,Accepted,692,No_Action,No_Offer,1
C2044,Trincomalee,60+,50GB,51.3,27.8,20.9,64,330,17166,18,3,5G_Mobile,1,5G,0,0.36,1,Ignored,151,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C2045,Kurunegala,60+,50GB,43.2,16.5,6.0,620,328,4839,29,7,Basic_Phone,0,5G,0,0.04,7,Ignored,231,Upgrade_to_100GB,10GB_Bonus,0
C2046,Kandy,46-60,10GB,4.5,1.7,0.7,1442,228,6070,24,7,5G_Mobile,1,5G,0,0.47,4,Accepted,467,No_Action,No_Offer,1
C2047,Galle,60+,100GB,40.1,16.9,16.8,239,53,13104,11,1,5G_Mobile,1,4G,0,0.25,1,Accepted,298,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2048,Anuradhapura,46-60,20GB,15.6,6.0,5.4,975,101,5171,22,4,4G_Mobile,0,5G,0,0.11,0,Rejected,699,No_Action,No_Offer,0
C2049,Kandy,26-35,50GB,47.9,27.4,8.2,152,487,14606,4,8,5G_Mobile,1,4G,0,0.23,6,Accepted,597,Upgrade_to_100GB,10GB_Bonus,0
C2050,Kandy,18-25,50GB,59.1,29.0,12.8,1368,295,7655,4,5,5G_Mobile,1,5G,0,0.06,9,Accepted,692,Upgrade_to_100GB,10GB_Bonus,0
C2051,Gampaha,46-60,50GB,25.8,7.8,3.2,463,239,10607,1,7,Basic_Phone,0,4G,1,0.45,3,Rejected,696,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2052,Jaffna,46-60,50GB,57.2,9.5,19.3,2471,253,7185,2,3,Basic_Phone,0,4G,0,0.16,3,Rejected,584,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2053,Negombo,26-35,20GB,11.6,1.9,3.3,1981,62,6618,1,0,4G_Mobile,0,4G,1,0.08,3,Ignored,711,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2054,Gampaha,26-35,10GB,7.1,2.1,0.6,158,242,17010,24,2,5G_Mobile,1,4G,1,0.44,0,Ignored,287,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2055,Galle,18-25,20GB,9.9,3.7,4.1,573,510,4051,22,4,5G_Mobile,1,4G,1,0.18,9,Rejected,419,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2056,Kandy,36-45,100GB,77.3,23.5,8.8,453,72,10134,19,2,4G_Mobile,0,5G,1,0.08,6,Rejected,614,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C2057,Badulla,36-45,10GB,5.8,0.8,1.7,1065,222,14872,21,8,Basic_Phone,0,4G,1,0.11,4,Ignored,35,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2058,Colombo,60+,50GB,52.8,8.5,18.6,1299,226,19718,4,0,4G_Mobile,0,4G,0,0.17,1,Ignored,593,Upgrade_to_100GB,10GB_Bonus,1
C2059,Galle,36-45,50GB,55.1,27.9,5.3,2477,284,7076,17,4,5G_Mobile,1,4G,0,0.16,3,Rejected,103,Upgrade_to_100GB,10GB_Bonus,1
C2060,Jaffna,60+,50GB,46.8,15.0,7.9,2344,372,13604,6,3,4G_Mobile,0,4G,1,0.3,9,Ignored,533,Upgrade_to_100GB,10GB_Bonus,1
C2061,Negombo,26-35,10GB,9.0,1.2,1.6,1415,144,18642,5,9,5G_Mobile,1,5G,1,0.41,6,Ignored,670,Upgrade_to_20GB,Data_Saver_Pack,1
C2062,Badulla,26-35,10GB,5.4,2.4,2.0,2093,163,9816,12,3,4G_Mobile,0,4G,1,0.39,3,Ignored,496,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2063,Negombo,60+,10GB,12.3,2.9,1.3,1864,333,4649,1,8,5G_Mobile,1,4G,0,0.18,4,Accepted,474,Upgrade_to_20GB,Data_Saver_Pack,1
C2064,Batticaloa,60+,50GB,64.8,37.8,4.4,1775,594,13401,21,3,Basic_Phone,0,4G,1,0.09,9,Ignored,438,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2065,Kandy,46-60,20GB,16.7,6.5,6.7,1578,499,16540,24,0,5G_Mobile,1,4G,0,0.31,6,Accepted,519,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2066,Badulla,36-45,10GB,12.7,5.9,2.8,71,370,15850,13,5,4G_Mobile,0,5G,0,0.29,2,Accepted,363,Upgrade_to_20GB,Data_Saver_Pack,1
C2067,Batticaloa,60+,20GB,12.1,3.2,4.5,1914,17,7517,5,3,4G_Mobile,0,4G,1,0.15,9,Ignored,419,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2068,Gampaha,60+,50GB,21.4,6.8,1.9,2160,468,19927,6,0,4G_Mobile,0,4G,1,0.22,9,Rejected,655,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2069,Batticaloa,36-45,10GB,12.4,6.5,1.4,750,516,10981,28,7,4G_Mobile,0,4G,1,0.6,5,Accepted,329,Upgrade_to_20GB,Data_Saver_Pack,0
C2070,Negombo,36-45,20GB,9.0,3.1,2.5,1461,198,11856,28,4,4G_Mobile,0,4G,1,0.17,9,Rejected,266,No_Action,No_Offer,0
C2071,Jaffna,18-25,20GB,11.0,6.3,1.2,2216,308,13304,21,7,4G_Mobile,0,4G,0,0.48,2,Rejected,45,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2072,Anuradhapura,18-25,100GB,41.4,19.4,15.5,1789,80,15673,22,8,4G_Mobile,0,5G,0,0.19,4,Ignored,181,Upgrade_to_100GB,Premium_Business_Plan,0
C2073,Batticaloa,18-25,100GB,108.1,30.3,30.8,1398,346,13062,18,8,5G_Mobile,1,5G,1,0.3,7,Accepted,152,No_Action,No_Offer,1
C2074,Jaffna,36-45,50GB,30.6,3.5,5.0,603,66,14712,11,7,4G_Mobile,0,4G,1,0.38,0,Ignored,536,Upgrade_to_100GB,Premium_Business_Plan,1
C2075,Matara,36-45,20GB,12.5,1.4,1.8,831,318,10863,4,8,5G_Mobile,1,4G,1,0.32,1,Rejected,417,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2076,Matara,46-60,20GB,11.3,1.7,0.9,2002,197,14029,28,4,4G_Mobile,0,4G,1,0.37,9,Ignored,634,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2077,Anuradhapura,18-25,50GB,22.0,3.2,8.2,334,566,1167,21,9,Basic_Phone,0,5G,1,0.11,1,Rejected,602,No_Action,No_Offer,1
C2078,Jaffna,60+,50GB,59.9,7.6,25.7,345,458,5612,5,7,Basic_Phone,0,4G,1,0.19,3,Accepted,21,Buy_Social_Media_Package,Social_Unlimited_Add_On,1
C2079,Kandy,26-35,10GB,9.3,5.0,1.7,984,119,19751,25,8,5G_Mobile,1,4G,1,0.37,8,Rejected,86,Upgrade_to_20GB,Data_Saver_Pack,1
C2080,Negombo,18-25,10GB,8.7,3.7,0.9,175,448,16616,7,4,Basic_Phone,0,4G,0,0.45,1,Rejected,72,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2081,Negombo,18-25,20GB,16.2,6.4,4.3,418,444,17877,4,2,4G_Mobile,0,4G,1,0.29,3,Ignored,109,Upgrade_to_100GB,Premium_Business_Plan,1
C2082,Badulla,26-35,10GB,12.8,5.9,1.5,2443,494,15799,3,5,4G_Mobile,0,4G,0,0.57,3,Rejected,9,Upgrade_to_20GB,Data_Saver_Pack,1
C2083,Matara,60+,100GB,57.2,19.8,13.6,416,548,8043,19,5,5G_Mobile,1,5G,1,0.29,4,Rejected,436,No_Action,No_Offer,0
C2084,Galle,36-45,10GB,5.2,1.1,1.0,1043,403,11852,6,1,4G_Mobile,0,4G,1,0.41,3,Rejected,322,No_Action,No_Offer,0
C2085,Trincomalee,36-45,100GB,99.3,36.5,23.5,63,237,2514,15,3,4G_Mobile,0,5G,0,0.57,0,Rejected,561,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C2086,Badulla,26-35,20GB,10.4,4.2,4.0,1053,345,10704,21,5,5G_Mobile,1,5G,1,0.31,1,Ignored,635,No_Action,No_Offer,0
C2087,Galle,18-25,50GB,31.1,15.8,9.4,600,227,5249,23,1,5G_Mobile,1,5G,1,0.15,6,Ignored,675,No_Action,No_Offer,1
C2088,Colombo,36-45,20GB,17.6,7.1,6.4,2482,272,12211,8,1,4G_Mobile,0,5G,1,0.4,6,Accepted,111,Upgrade_to_50GB,5GB_Bonus,1
C2089,Anuradhapura,26-35,50GB,37.8,10.6,13.9,1914,461,16707,4,1,4G_Mobile,0,5G,0,0.24,8,Accepted,46,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2090,Matara,60+,100GB,90.4,10.6,29.1,1205,346,16291,16,3,5G_Mobile,1,5G,0,0.25,7,Rejected,298,Offer_Home_Router,Router_Bundle_Deal,0
C2091,Anuradhapura,26-35,10GB,7.3,2.3,1.6,1006,290,9807,13,4,5G_Mobile,1,5G,1,0.49,3,Rejected,377,No_Action,No_Offer,1
C2092,Matara,26-35,10GB,7.9,1.2,1.0,333,469,18195,7,2,4G_Mobile,0,4G,1,0.68,8,Accepted,258,Retention_Offer,Service_Recovery_Pack,1
C2093,Gampaha,36-45,20GB,17.5,2.7,6.5,2416,586,8244,12,2,4G_Mobile,0,4G,1,0.33,3,Accepted,434,Upgrade_to_50GB,5GB_Bonus,1
C2094,Ratnapura,18-25,20GB,16.0,2.5,3.6,804,19,5857,19,4,Basic_Phone,0,4G,1,0.29,7,Ignored,660,No_Action,No_Offer,0
C2095,Gampaha,60+,50GB,42.4,17.8,11.4,411,409,9363,17,8,5G_Mobile,1,5G,1,0.57,7,Ignored,215,Retention_Offer,Service_Recovery_Pack,0
C2096,Batticaloa,46-60,100GB,69.8,24.7,4.1,372,322,12957,22,2,5G_Mobile,1,4G,1,0.09,2,Ignored,612,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C2097,Gampaha,36-45,20GB,12.5,3.3,5.0,2303,251,9853,24,2,4G_Mobile,0,4G,0,0.32,7,Rejected,589,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2098,Matara,26-35,10GB,8.9,4.6,0.8,679,330,1758,20,1,5G_Mobile,1,5G,1,0.21,9,Accepted,315,Upgrade_to_20GB,Data_Saver_Pack,1
C2099,Batticaloa,46-60,20GB,8.3,3.3,1.6,774,393,13408,16,1,4G_Mobile,0,4G,1,0.14,7,Rejected,717,No_Action,No_Offer,1
C2100,Kurunegala,18-25,20GB,10.6,1.4,1.6,58,176,19791,17,8,4G_Mobile,0,4G,1,0.08,3,Accepted,256,Upgrade_to_100GB,Premium_Business_Plan,0
C2101,Kandy,36-45,50GB,51.1,14.0,5.5,1523,163,17252,13,3,4G_Mobile,0,4G,1,0.27,9,Ignored,431,Upgrade_to_100GB,10GB_Bonus,0
C2102,Galle,18-25,10GB,4.5,1.7,1.2,1836,386,13139,26,1,5G_Mobile,1,4G,1,0.44,9,Rejected,117,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2103,Galle,36-45,10GB,10.0,4.7,3.8,828,92,8627,13,6,Basic_Phone,0,4G,1,0.12,2,Rejected,202,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2104,Badulla,26-35,20GB,25.2,12.6,4.7,1880,412,5182,3,7,5G_Mobile,1,5G,1,0.2,9,Ignored,101,Upgrade_to_50GB,5GB_Bonus,1
C2105,Ratnapura,60+,10GB,5.9,3.0,1.8,539,325,13586,26,7,5G_Mobile,1,5G,1,0.54,0,Accepted,617,No_Action,No_Offer,0
C2106,Negombo,26-35,20GB,14.4,4.7,4.2,1385,450,2481,20,6,4G_Mobile,0,4G,1,0.25,0,Rejected,701,No_Action,No_Offer,1
C2107,Matara,60+,20GB,19.6,11.6,2.1,1227,321,13794,15,6,4G_Mobile,0,5G,0,0.23,3,Ignored,513,Upgrade_to_50GB,5GB_Bonus,1
C2108,Galle,26-35,50GB,46.7,15.2,16.0,1618,129,4573,11,7,Basic_Phone,0,4G,0,0.15,3,Ignored,194,Upgrade_to_100GB,10GB_Bonus,0
C2109,Trincomalee,36-45,10GB,5.8,1.8,0.5,1888,332,991,15,4,4G_Mobile,0,4G,0,0.26,0,Accepted,548,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2110,Galle,26-35,50GB,45.7,18.3,13.9,2106,7,3517,3,9,5G_Mobile,1,5G,0,0.05,6,Ignored,617,Upgrade_to_100GB,10GB_Bonus,1
C2111,Batticaloa,18-25,10GB,6.9,1.6,3.1,1157,185,5413,9,0,4G_Mobile,0,4G,1,0.32,2,Rejected,539,Cross_Sell_Add_On,First_Add_On_Free,1
C2112,Negombo,46-60,50GB,38.2,20.7,15.6,832,4,1221,22,4,5G_Mobile,1,5G,0,0.46,5,Accepted,425,No_Action,No_Offer,0
C2113,Colombo,36-45,100GB,97.6,55.9,33.7,412,214,10112,7,9,4G_Mobile,0,4G,0,0.28,0,Accepted,570,Offer_Home_Router,Router_Bundle_Deal,1
C2114,Ratnapura,18-25,10GB,4.4,1.0,0.5,1562,243,9728,15,0,4G_Mobile,0,4G,0,0.12,9,Rejected,332,Cross_Sell_Add_On,First_Add_On_Free,1
C2115,Ratnapura,60+,100GB,97.2,32.5,18.4,967,494,12699,22,0,5G_Mobile,1,5G,1,0.05,8,Rejected,634,Cross_Sell_Add_On,First_Add_On_Free,0
C2116,Colombo,18-25,50GB,63.6,10.2,23.5,1290,195,8467,28,4,5G_Mobile,1,4G,0,0.35,7,Ignored,612,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C2117,Negombo,18-25,20GB,8.3,1.2,2.7,2322,581,3655,6,6,4G_Mobile,0,5G,1,0.14,4,Accepted,95,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2118,Anuradhapura,46-60,10GB,5.5,3.1,0.6,824,70,14286,24,2,4G_Mobile,0,4G,1,0.03,9,Ignored,621,Upgrade_to_100GB,Premium_Business_Plan,0
C2119,Negombo,60+,50GB,51.1,17.0,14.5,56,272,12694,17,8,5G_Mobile,1,5G,0,0.21,9,Rejected,396,Upgrade_to_100GB,10GB_Bonus,0
C2120,Gampaha,36-45,20GB,9.8,5.0,2.4,1289,287,11715,17,7,5G_Mobile,1,4G,0,0.01,8,Ignored,644,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C2121,Negombo,26-35,20GB,17.6,8.9,7.2,1630,321,13068,7,2,5G_Mobile,1,5G,1,0.63,0,Accepted,256,Upgrade_to_50GB,5GB_Bonus,1
C2122,Kurunegala,60+,20GB,16.7,2.1,3.6,1241,317,4821,11,8,Basic_Phone,0,4G,1,0.28,8,Accepted,60,No_Action,No_Offer,1
C2123,Kurunegala,60+,50GB,44.0,13.7,19.1,1479,436,14688,28,6,4G_Mobile,0,4G,0,0.14,2,Ignored,692,Upgrade_to_100GB,10GB_Bonus,0
C2124,Batticaloa,46-60,20GB,25.2,8.3,7.4,1275,272,4334,17,6,4G_Mobile,0,4G,0,0.18,6,Accepted,60,Upgrade_to_50GB,5GB_Bonus,0
C2125,Gampaha,26-35,20GB,18.7,6.9,7.2,674,188,11578,22,5,5G_Mobile,1,4G,1,0.19,3,Ignored,314,Upgrade_to_50GB,5GB_Bonus,1
C2126,Kurunegala,60+,20GB,12.4,7.1,1.7,2134,279,14896,7,0,Basic_Phone,0,4G,1,0.52,7,Rejected,305,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2127,Badulla,18-25,20GB,8.7,3.1,2.1,1868,437,19147,26,5,4G_Mobile,0,5G,0,0.13,6,Ignored,485,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2128,Gampaha,18-25,100GB,53.0,7.5,5.4,111,267,2519,7,8,4G_Mobile,0,5G,1,0.14,5,Accepted,614,No_Action,No_Offer,0
C2129,Galle,36-45,10GB,10.0,5.4,2.5,109,182,16923,16,5,4G_Mobile,0,4G,0,0.16,9,Ignored,488,Upgrade_to_20GB,Data_Saver_Pack,0
C2130,Ratnapura,36-45,10GB,7.8,1.2,1.0,644,241,8312,8,4,Basic_Phone,0,4G,1,0.14,6,Rejected,228,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2131,Negombo,36-45,20GB,19.8,10.0,1.8,2364,267,12026,28,9,4G_Mobile,0,5G,0,0.39,5,Ignored,21,Upgrade_to_50GB,5GB_Bonus,0
C2132,Negombo,26-35,10GB,10.5,5.3,0.8,428,502,2251,15,7,5G_Mobile,1,5G,1,0.63,5,Ignored,654,Upgrade_to_20GB,Data_Saver_Pack,0
C2133,Kandy,60+,100GB,121.0,47.3,20.7,920,22,12798,23,3,5G_Mobile,1,5G,0,0.24,9,Accepted,334,Offer_Home_Router,Router_Bundle_Deal,0
C2134,Gampaha,26-35,20GB,20.0,3.4,1.3,2479,82,8340,9,6,5G_Mobile,1,4G,1,0.11,3,Rejected,424,Upgrade_to_50GB,5GB_Bonus,0
C2135,Colombo,46-60,50GB,36.1,15.1,7.3,1920,343,1282,18,9,4G_Mobile,0,5G,0,0.08,9,Ignored,383,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2136,Badulla,46-60,50GB,40.0,6.9,5.6,1692,2,6443,21,5,Basic_Phone,0,4G,0,0.1,3,Ignored,373,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2137,Ratnapura,36-45,10GB,10.6,4.0,1.3,2459,597,16853,29,4,4G_Mobile,0,4G,0,0.36,1,Accepted,614,Upgrade_to_20GB,Data_Saver_Pack,1
C2138,Batticaloa,46-60,100GB,46.2,5.0,8.1,502,593,8412,29,3,4G_Mobile,0,4G,0,0.16,6,Accepted,376,No_Action,No_Offer,0
C2139,Ratnapura,36-45,20GB,23.3,11.3,2.5,1244,326,3923,29,8,4G_Mobile,0,5G,1,0.02,8,Accepted,519,Upgrade_to_50GB,5GB_Bonus,1
C2140,Badulla,36-45,10GB,7.7,4.1,2.4,1169,596,19210,10,6,5G_Mobile,1,5G,0,0.12,3,Rejected,587,Upgrade_to_100GB,Premium_Business_Plan,1
C2141,Colombo,18-25,100GB,97.1,20.7,23.5,188,451,5949,7,7,5G_Mobile,1,4G,0,0.2,1,Accepted,35,Offer_Home_Router,Router_Bundle_Deal,1
C2142,Batticaloa,18-25,50GB,41.6,18.8,8.8,1601,134,14960,1,6,5G_Mobile,1,5G,1,0.16,8,Ignored,195,Upgrade_to_100GB,Premium_Business_Plan,1
C2143,Galle,18-25,100GB,98.3,30.8,6.2,653,463,19571,22,2,5G_Mobile,1,5G,1,0.22,6,Ignored,645,Upgrade_to_100GB,Premium_Business_Plan,0
C2144,Batticaloa,18-25,100GB,42.4,4.7,8.3,1733,263,19509,4,4,4G_Mobile,0,4G,1,0.42,0,Ignored,335,Upgrade_to_100GB,Premium_Business_Plan,1
C2145,Gampaha,26-35,100GB,83.6,40.5,11.6,1016,548,1260,21,0,Basic_Phone,0,4G,1,0.36,6,Ignored,655,Cross_Sell_Add_On,First_Add_On_Free,0
C2146,Ratnapura,60+,10GB,12.7,1.5,4.3,1917,265,9472,10,2,4G_Mobile,0,4G,0,0.15,3,Rejected,291,Upgrade_to_20GB,Data_Saver_Pack,1
C2147,Anuradhapura,46-60,10GB,4.8,2.3,2.1,734,364,15448,17,9,4G_Mobile,0,4G,0,0.43,2,Accepted,576,Upgrade_to_100GB,Premium_Business_Plan,0
C2148,Galle,26-35,10GB,12.1,5.5,4.3,1604,30,6858,17,1,Basic_Phone,0,5G,0,0.09,9,Accepted,55,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2149,Kandy,18-25,50GB,56.1,16.9,4.8,1477,27,4783,25,1,5G_Mobile,1,5G,0,0.18,3,Accepted,205,Upgrade_to_100GB,10GB_Bonus,0
C2150,Trincomalee,60+,20GB,8.5,2.1,1.1,1088,210,15867,7,7,Basic_Phone,0,4G,1,0.24,0,Rejected,318,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2151,Batticaloa,36-45,50GB,49.6,21.0,14.8,1392,294,18464,2,6,5G_Mobile,1,5G,0,0.19,1,Accepted,491,Upgrade_to_100GB,10GB_Bonus,1
C2152,Matara,18-25,50GB,45.1,22.5,17.9,1837,151,1947,18,2,4G_Mobile,0,4G,0,0.17,5,Ignored,585,Upgrade_to_100GB,10GB_Bonus,0
C2153,Colombo,46-60,10GB,11.1,6.5,0.9,1376,153,1475,19,4,4G_Mobile,0,5G,0,0.3,8,Rejected,418,Upgrade_to_20GB,Data_Saver_Pack,1
C2154,Galle,46-60,100GB,84.8,50.0,7.0,812,258,19862,16,1,4G_Mobile,0,5G,0,0.18,9,Rejected,265,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C2155,Gampaha,46-60,20GB,9.5,2.8,1.6,2499,253,1564,25,4,4G_Mobile,0,4G,1,0.26,9,Accepted,721,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2156,Anuradhapura,26-35,100GB,49.7,14.2,4.7,2029,297,18560,4,7,5G_Mobile,1,5G,0,0.18,9,Rejected,47,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2157,Matara,36-45,20GB,15.9,5.6,6.5,2370,500,2924,25,5,4G_Mobile,0,4G,1,0.36,9,Rejected,363,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2158,Ratnapura,60+,100GB,70.0,12.6,5.7,562,507,817,15,5,4G_Mobile,0,4G,1,0.21,7,Ignored,273,No_Action,No_Offer,1
C2159,Badulla,60+,20GB,23.2,12.8,7.1,135,556,13785,16,3,4G_Mobile,0,4G,1,0.53,0,Ignored,362,Upgrade_to_50GB,5GB_Bonus,1
C2160,Galle,46-60,50GB,44.3,25.9,4.6,1829,443,12388,10,7,5G_Mobile,1,4G,1,0.24,2,Accepted,52,Upgrade_to_100GB,10GB_Bonus,1
C2161,Batticaloa,36-45,20GB,20.6,10.1,9.2,496,172,2745,3,6,4G_Mobile,0,5G,1,0.14,8,Ignored,539,Upgrade_to_50GB,5GB_Bonus,0
C2162,Gampaha,26-35,10GB,4.9,2.0,0.5,487,280,10391,24,9,Basic_Phone,0,4G,1,0.4,7,Accepted,359,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2163,Badulla,46-60,50GB,43.1,24.4,14.5,2116,482,16085,1,2,5G_Mobile,1,4G,0,0.35,5,Rejected,692,Upgrade_to_100GB,10GB_Bonus,1
C2164,Trincomalee,46-60,10GB,9.2,3.9,3.0,1312,413,17687,1,6,5G_Mobile,1,5G,0,0.41,1,Accepted,429,Upgrade_to_20GB,Data_Saver_Pack,0
C2165,Gampaha,26-35,100GB,98.4,43.9,18.0,694,234,19539,1,3,Basic_Phone,0,5G,1,0.14,3,Ignored,462,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2166,Badulla,60+,20GB,8.3,1.0,1.1,507,473,16410,26,0,4G_Mobile,0,4G,1,0.35,7,Ignored,721,Upgrade_to_100GB,Premium_Business_Plan,1
C2167,Batticaloa,60+,20GB,9.0,4.0,2.3,591,168,2066,4,2,Basic_Phone,0,5G,0,0.52,0,Ignored,168,No_Action,No_Offer,1
C2168,Jaffna,18-25,50GB,54.4,8.7,3.6,708,1,14139,5,9,5G_Mobile,1,4G,0,0.16,0,Ignored,700,Upgrade_to_100GB,10GB_Bonus,0
C2169,Galle,36-45,100GB,49.0,28.9,13.7,2252,513,8493,25,3,4G_Mobile,0,4G,0,0.31,9,Rejected,299,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2170,Jaffna,26-35,20GB,19.0,8.1,2.9,413,277,19162,12,4,Basic_Phone,0,4G,1,0.05,8,Ignored,608,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2171,Galle,26-35,50GB,59.0,7.8,4.1,180,423,2362,15,0,4G_Mobile,0,5G,0,0.32,8,Accepted,236,Upgrade_to_100GB,10GB_Bonus,0
C2172,Kurunegala,60+,20GB,25.9,6.8,2.3,1187,77,5020,29,5,5G_Mobile,1,5G,0,0.27,1,Rejected,93,Upgrade_to_50GB,5GB_Bonus,1
C2173,Kurunegala,36-45,10GB,10.6,1.6,3.3,1568,588,10476,26,6,4G_Mobile,0,4G,0,0.32,2,Rejected,669,Upgrade_to_20GB,Data_Saver_Pack,1
C2174,Matara,18-25,10GB,7.9,3.6,2.4,1937,100,9300,10,0,Basic_Phone,0,5G,1,0.3,6,Accepted,67,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2175,Kandy,46-60,100GB,70.2,12.8,26.1,1649,564,2544,13,4,Basic_Phone,0,4G,0,0.15,5,Accepted,333,Offer_Home_Router,Router_Bundle_Deal,0
C2176,Anuradhapura,18-25,20GB,17.0,3.1,1.6,833,264,18477,19,1,4G_Mobile,0,4G,0,0.2,6,Accepted,666,Upgrade_to_100GB,Premium_Business_Plan,0
C2177,Batticaloa,36-45,20GB,9.8,2.1,1.1,2136,583,6171,7,0,4G_Mobile,0,4G,0,0.38,2,Accepted,619,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2178,Colombo,60+,20GB,23.4,12.7,9.0,1245,320,9126,13,3,5G_Mobile,1,5G,1,0.16,5,Ignored,70,Upgrade_to_50GB,5GB_Bonus,0
C2179,Jaffna,18-25,20GB,25.1,4.3,10.1,533,518,7775,16,5,4G_Mobile,0,4G,1,0.62,3,Accepted,272,Upgrade_to_50GB,5GB_Bonus,0
C2180,Anuradhapura,46-60,10GB,8.2,4.3,2.0,1549,583,8424,16,3,Basic_Phone,0,5G,0,0.52,3,Ignored,473,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2181,Gampaha,60+,50GB,49.3,26.2,5.1,1925,365,2996,10,7,4G_Mobile,0,4G,0,0.03,3,Accepted,225,Upgrade_to_100GB,10GB_Bonus,1
C2182,Ratnapura,60+,50GB,39.1,5.5,2.1,1216,493,6159,6,8,4G_Mobile,0,5G,0,0.04,1,Ignored,561,No_Action,No_Offer,0
C2183,Negombo,46-60,20GB,10.4,4.6,3.5,637,285,3473,29,4,4G_Mobile,0,4G,0,0.14,9,Accepted,515,No_Action,No_Offer,0
